Reflectivity,Azimut,Elevation,Classe
0.21592,141.1108,73.5033,sol
0.1052,141.0728,73.5082,foret
0.093117,140.9754,73.5208,foret
0.14698,140.9053,73.5297,sol
0.35223,140.8932,73.5313,eau
0.31399,140.8818,73.5327,eau
0.31915,140.8474,73.5371,eau
0.27625,140.8174,73.5409,eau
0.14143,140.8107,73.5417,sol
0.29521,140.8025,73.5428,eau
0.10559,140.782,73.5454,foret
0.23021,140.7552,73.5487,eau
0.099631,140.6931,73.5565,foret
0.34113,140.6371,73.5635,eau
0.11561,140.6334,73.564,sol
0.19536,140.6255,73.565,sol
0.13119,140.6158,73.5662,sol
0.24377,140.6099,73.5669,eau
0.13908,140.5921,73.5692,sol
0.34453,140.5733,73.5715,eau
0.28157,140.5678,73.5722,eau
0.15847,140.5631,73.5728,sol
0.1182,140.5458,73.5749,sol
0.064639,140.5297,73.5769,foret
0.12114,140.4948,73.5812,sol
0.11561,140.4376,73.5882,sol
0.097292,140.3781,73.5955,foret
0.11117,140.2999,73.6051,sol
0.16615,140.2557,73.6104,sol
0.2222,140.2497,73.6112,eau
0.14522,140.2306,73.6135,sol
0.24305,140.2119,73.6157,eau
0.049121,140.2072,73.6163,foret
0.14683,140.1955,73.6177,sol
0.2212,140.1778,73.6198,eau
0.1149,140.1681,73.621,sol
0.16981,140.1507,73.6231,sol
0.092812,140.134,73.6251,foret
0.15014,140.1203,73.6268,sol
0.0941,140.1059,73.6285,foret
0.15378,140.0974,73.6295,sol
0.13941,140.08,73.6316,sol
0.21215,140.0656,73.6334,sol
0.1615,140.0564,73.6345,sol
0.26381,140.0469,73.6356,eau
0.15579,140.0307,73.6376,sol
0.2855,140.0153,73.6394,eau
0.16858,140.0066,73.6405,sol
0.11735,139.9397,73.6485,sol
0.11418,139.7957,73.6655,sol
0.092667,139.7106,73.6755,foret
